row_number,reads_t0,reads_t1,reads_t2,freq_t0,freq_t1,freq_t2,freq_mean,freq_std,freq_cv,zero_t0,zero_t1,zero_t2,zero_count
1568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
3850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
1544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
