Strain	Polynomial	Condition	Data
YLR296W	non_significant	Nlim	Excluded
YLR319C	non_significant	Nlim	Excluded
YLR326W	non_significant	Nlim	Excluded
YLR335W	non_significant	Nlim	Excluded
YLR344W	non_significant	Nlim	Excluded
YLR345W	non_significant	Nlim	Excluded
YLR349W	non_significant	Nlim	Excluded
YLR350W	non_significant	Nlim	Excluded
YLR356W	non_significant	Nlim	Excluded
YLR363C	non_significant	Nlim	Excluded
YLR380W	non_significant	Nlim	Excluded
YLR385C	non_significant	Nlim	Excluded
YLR388W	non_significant	Nlim	Excluded
YLR395C	non_significant	Nlim	Excluded
YLR402W	non_significant	Nlim	Excluded
YLR405W	non_significant	Nlim	Excluded
YLR416C	non_significant	Nlim	Excluded
YLR422W	non_significant	Nlim	Excluded
YLR434C	non_significant	Nlim	Excluded
YLR436C	non_significant	Nlim	Excluded
YLR437C	non_significant	Nlim	Excluded
YLR445W	non_significant	Nlim	Excluded
YLR450W	non_significant	Nlim	Excluded
YML002W	non_significant	Nlim	Excluded
YML003W	non_significant	Nlim	Excluded
YML005W	non_significant	Nlim	Excluded
YML006C	non_significant	Nlim	Excluded
YML013W	non_significant	Nlim	Excluded
YML016C	non_significant	Nlim	Excluded
YML021C	non_significant	Nlim	Excluded
YML029W	non_significant	Nlim	Excluded
YML030W	non_significant	Nlim	Excluded
YML032C	non_significant	Nlim	Excluded
YML035C	non_significant	Nlim	Excluded
YML048W	non_significant	Nlim	Excluded
YML048W.A	non_significant	Nlim	Excluded
YML050W	non_significant	Nlim	Excluded
YML051W	non_significant	Nlim	Excluded
YML052W	non_significant	Nlim	Excluded
YML053C	non_significant	Nlim	Excluded
YML054C	non_significant	Nlim	Excluded
YML055W	non_significant	Nlim	Excluded
YML056C	non_significant	Nlim	Excluded
YML058C.A	non_significant	Nlim	Excluded
YML058W	non_significant	Nlim	Excluded
YML059C	non_significant	Nlim	Excluded
YML063W	non_significant	Nlim	Excluded
YML068W	non_significant	Nlim	Excluded
YML070W	non_significant	Nlim	Excluded
YML074C	non_significant	Nlim	Excluded
YML095C	non_significant	Nlim	Excluded
YML096W	non_significant	Nlim	Excluded
YML100W.A	non_significant	Nlim	Excluded
YML101C	non_significant	Nlim	Excluded
YML109W	non_significant	Nlim	Excluded
YML117W.A	non_significant	Nlim	Excluded
YML119W	non_significant	Nlim	Excluded
YML120C	non_significant	Nlim	Excluded
YML122C	non_significant	Nlim	Excluded
YMR003W	non_significant	Nlim	Excluded
YMR006C	non_significant	Nlim	Excluded
YMR007W	non_significant	Nlim	Excluded
YMR008C	non_significant	Nlim	Excluded
YMR009W	non_significant	Nlim	Excluded
YMR011W	non_significant	Nlim	Excluded
YMR012W	non_significant	Nlim	Excluded
YMR018W	non_significant	Nlim	Excluded
YMR020W	non_significant	Nlim	Excluded
YMR021C	non_significant	Nlim	Excluded
YMR022W	non_significant	Nlim	Excluded
YMR025W	non_significant	Nlim	Excluded
YMR026C	non_significant	Nlim	Excluded
YMR027W	non_significant	Nlim	Excluded
YMR031C	non_significant	Nlim	Excluded
YMR034C	non_significant	Nlim	Excluded
YMR039C	non_significant	Nlim	Excluded
YMR041C	non_significant	Nlim	Excluded
YMR044W	non_significant	Nlim	Excluded
YMR048W	non_significant	Nlim	Excluded
YMR054W	non_significant	Nlim	Excluded
YMR055C	non_significant	Nlim	Excluded
YMR057C	non_significant	Nlim	Excluded
YMR058W	non_significant	Nlim	Excluded
YMR067C	non_significant	Nlim	Excluded
YMR080C	non_significant	Nlim	Excluded
YMR085W	non_significant	Nlim	Excluded
YMR086C.A	non_significant	Nlim	Excluded
YMR086W	non_significant	Nlim	Excluded
YMR100W	non_significant	Nlim	Excluded
YMR101C	non_significant	Nlim	Excluded
YMR102C	non_significant	Nlim	Excluded
YMR104C	non_significant	Nlim	Excluded
YMR105C	non_significant	Nlim	Excluded
YMR118C	non_significant	Nlim	Excluded
YMR122C	non_significant	Nlim	Excluded
YMR129W	non_significant	Nlim	Excluded
YMR136W	non_significant	Nlim	Excluded
YMR164C	non_significant	Nlim	Excluded
YMR166C	non_significant	Nlim	Excluded
YMR169C	non_significant	Nlim	Excluded
YMR171C	non_significant	Nlim	Excluded
YMR172C.A	non_significant	Nlim	Excluded
YMR172W	non_significant	Nlim	Excluded
YMR186W	non_significant	Nlim	Excluded
YMR187C	non_significant	Nlim	Excluded
YMR190C	non_significant	Nlim	Excluded
YMR194W	non_significant	Nlim	Excluded
YMR206W	non_significant	Nlim	Excluded
YMR209C	non_significant	Nlim	Excluded
YMR221C	non_significant	Nlim	Excluded
YMR241W	non_significant	Nlim	Excluded
YMR251W	non_significant	Nlim	Excluded
YMR253C	non_significant	Nlim	Excluded
YMR255W	non_significant	Nlim	Excluded
YMR262W	non_significant	Nlim	Excluded
YMR272C	non_significant	Nlim	Excluded
YMR278W	non_significant	Nlim	Excluded
YMR294W.A	non_significant	Nlim	Excluded
YMR302C	non_significant	Nlim	Excluded
YMR304W	non_significant	Nlim	Excluded
YMR305C	non_significant	Nlim	Excluded
YMR306W	non_significant	Nlim	Excluded
YMR318C	non_significant	Nlim	Excluded
YNL008C	non_significant	Nlim	Excluded
YNL010W	non_significant	Nlim	Excluded
YNL015W	non_significant	Nlim	Excluded
YNL022C	non_significant	Nlim	Excluded
YNL029C	non_significant	Nlim	Excluded
YNL034W	non_significant	Nlim	Excluded
YNL037C	non_significant	Nlim	Excluded
YNL050C	non_significant	Nlim	Excluded
YNL054W	non_significant	Nlim	Excluded
YNL068C	non_significant	Nlim	Excluded
YNL072W	non_significant	Nlim	Excluded
YNL094W	non_significant	Nlim	Excluded
YNL100W	non_significant	Nlim	Excluded
YNL101W	non_significant	Nlim	Excluded
YNL106C	non_significant	Nlim	Excluded
YNL134C	non_significant	Nlim	Excluded
YNL140C	non_significant	Nlim	Excluded
YNL146W	non_significant	Nlim	Excluded
YNL154C	non_significant	Nlim	Excluded
YNL156C	non_significant	Nlim	Excluded
YNL157W	non_significant	Nlim	Excluded
YNL165W	non_significant	Nlim	Excluded
YNL166C	non_significant	Nlim	Excluded
YNL167C	non_significant	Nlim	Excluded
YNL170W	non_significant	Nlim	Excluded
YNL193W	non_significant	Nlim	Excluded
YNL198C	non_significant	Nlim	Excluded
YNL201C	non_significant	Nlim	Excluded
YNL224C	non_significant	Nlim	Excluded
YNL227C	non_significant	Nlim	Excluded
YNL231C	non_significant	Nlim	Excluded
YNL233W	non_significant	Nlim	Excluded
YNL237W	non_significant	Nlim	Excluded
YNL239W	non_significant	Nlim	Excluded
YNL274C	non_significant	Nlim	Excluded
YNL279W	non_significant	Nlim	Excluded
YNL285W	non_significant	Nlim	Excluded
YNL304W	non_significant	Nlim	Excluded
YNL305C	non_significant	Nlim	Excluded
YNL314W	non_significant	Nlim	Excluded
YNR007C	non_significant	Nlim	Excluded
YNR014W	non_significant	Nlim	Excluded
YNR021W	non_significant	Nlim	Excluded
YNR022C	non_significant	Nlim	Excluded
YNR024W	non_significant	Nlim	Excluded
YNR028W	non_significant	Nlim	Excluded
YNR029C	non_significant	Nlim	Excluded
YNR031C	non_significant	Nlim	Excluded
YNR032C.A	non_significant	Nlim	Excluded
YNR040W	non_significant	Nlim	Excluded
YNR044W	non_significant	Nlim	Excluded
YNR049C	non_significant	Nlim	Excluded
YNR056C	non_significant	Nlim	Excluded
YNR059W	non_significant	Nlim	Excluded
YNR060W	non_significant	Nlim	Excluded
YNR062C	non_significant	Nlim	Excluded
YNR069C	non_significant	Nlim	Excluded
YNR071C	non_significant	Nlim	Excluded
YNR072W	non_significant	Nlim	Excluded
YNR073C	non_significant	Nlim	Excluded
YOL003C	non_significant	Nlim	Excluded
YOL008W	non_significant	Nlim	Excluded
YOL012C	non_significant	Nlim	Excluded
YOL013W.A	non_significant	Nlim	Excluded
YOL020W	non_significant	Nlim	Excluded
YOL025W	non_significant	Nlim	Excluded
YOL032W	non_significant	Nlim	Excluded
YOL037C	non_significant	Nlim	Excluded
YOL039W	non_significant	Nlim	Excluded
YOL043C	non_significant	Nlim	Excluded
YOL053C.A	non_significant	Nlim	Excluded
YOL053W	non_significant	Nlim	Excluded
YOL063C	non_significant	Nlim	Excluded
YOL068C	non_significant	Nlim	Excluded
YOL079W	non_significant	Nlim	Excluded
YOL081W	non_significant	Nlim	Excluded
YOL084W	non_significant	Nlim	Excluded
YOL089C	non_significant	Nlim	Excluded
YOL099C	non_significant	Nlim	Excluded
YOL101C	non_significant	Nlim	Excluded
YOL110W	non_significant	Nlim	Excluded
YOL116W	non_significant	Nlim	Excluded
YOL128C	non_significant	Nlim	Excluded
YOL147C	non_significant	Nlim	Excluded
YOL150C	non_significant	Nlim	Excluded
YOL160W	non_significant	Nlim	Excluded
YOR003W	non_significant	Nlim	Excluded
YOR006C	non_significant	Nlim	Excluded
YOR007C	non_significant	Nlim	Excluded
YOR011W	non_significant	Nlim	Excluded
YOR012W	non_significant	Nlim	Excluded
YOR013W	non_significant	Nlim	Excluded
YOR016C	non_significant	Nlim	Excluded
YOR022C	non_significant	Nlim	Excluded
YOR023C	non_significant	Nlim	Excluded
YOR024W	non_significant	Nlim	Excluded
YOR029W	non_significant	Nlim	Excluded
YOR037W	non_significant	Nlim	Excluded
YOR047C	non_significant	Nlim	Excluded
YOR053W	non_significant	Nlim	Excluded
YOR055W	non_significant	Nlim	Excluded
YOR064C	non_significant	Nlim	Excluded
YOR071C	non_significant	Nlim	Excluded
YOR081C	non_significant	Nlim	Excluded
YOR088W	non_significant	Nlim	Excluded
YOR093C	non_significant	Nlim	Excluded
YOR105W	non_significant	Nlim	Excluded
YOR107W	non_significant	Nlim	Excluded
YOR109W	non_significant	Nlim	Excluded
YOR121C	non_significant	Nlim	Excluded
YOR124C	non_significant	Nlim	Excluded
YOR126C	non_significant	Nlim	Excluded
YOR137C	non_significant	Nlim	Excluded
YOR139C	non_significant	Nlim	Excluded
YOR155C	non_significant	Nlim	Excluded
YOR166C	non_significant	Nlim	Excluded
YOR167C	non_significant	Nlim	Excluded
YOR185C	non_significant	Nlim	Excluded
YOR190W	non_significant	Nlim	Excluded
YOR197W	non_significant	Nlim	Excluded
YOR202W	non_significant	Nlim	Excluded
YOR209C	non_significant	Nlim	Excluded
YOR219C	non_significant	Nlim	Excluded
YOR230W	non_significant	Nlim	Excluded
YOR237W	non_significant	Nlim	Excluded
YOR238W	non_significant	Nlim	Excluded
YOR239W	non_significant	Nlim	Excluded
YOR243C	non_significant	Nlim	Excluded
YOR246C	non_significant	Nlim	Excluded
YOR252W	non_significant	Nlim	Excluded
YOR253W	non_significant	Nlim	Excluded
YOR255W	non_significant	Nlim	Excluded
YOR266W	non_significant	Nlim	Excluded
YOR268C	non_significant	Nlim	Excluded
YOR284W	non_significant	Nlim	Excluded
YOR285W	non_significant	Nlim	Excluded
YOR286W	non_significant	Nlim	Excluded
YOR289W	non_significant	Nlim	Excluded
YOR293W	non_significant	Nlim	Excluded
YOR299W	non_significant	Nlim	Excluded
YOR301W	non_significant	Nlim	Excluded
YOR304C.A	non_significant	Nlim	Excluded
YOR304W	non_significant	Nlim	Excluded
YOR315W	non_significant	Nlim	Excluded
YOR327C	non_significant	Nlim	Excluded
YOR338W	non_significant	Nlim	Excluded
YOR343C	non_significant	Nlim	Excluded
YOR344C	non_significant	Nlim	Excluded
YOR345C	non_significant	Nlim	Excluded
YOR354C	non_significant	Nlim	Excluded
YOR359W	non_significant	Nlim	Excluded
YOR364W	non_significant	Nlim	Excluded
YOR374W	non_significant	Nlim	Excluded
YOR378W	non_significant	Nlim	Excluded
YOR381W	non_significant	Nlim	Excluded
YOR383C	non_significant	Nlim	Excluded
YPL022W	non_significant	Nlim	Excluded
YPL023C	non_significant	Nlim	Excluded
YPL030W	non_significant	Nlim	Excluded
YPL032C	non_significant	Nlim	Excluded
YPL035C	non_significant	Nlim	Excluded
YPL036W	non_significant	Nlim	Excluded
YPL047W	non_significant	Nlim	Excluded
YPL054W	non_significant	Nlim	Excluded
YPL060W	non_significant	Nlim	Excluded
YPL069C	non_significant	Nlim	Excluded
YPL087W	non_significant	Nlim	Excluded
YPL089C	non_significant	Nlim	Excluded
YPL096W	non_significant	Nlim	Excluded
YPL105C	non_significant	Nlim	Excluded
YPL107W	non_significant	Nlim	Excluded
YPL109C	non_significant	Nlim	Excluded
YPL115C	non_significant	Nlim	Excluded
YPL125W	non_significant	Nlim	Excluded
YPL127C	non_significant	Nlim	Excluded
YPL136W	non_significant	Nlim	Excluded
YPL141C	non_significant	Nlim	Excluded
YPL154C	non_significant	Nlim	Excluded
YPL155C	non_significant	Nlim	Excluded
YPL162C	non_significant	Nlim	Excluded
YPL170W	non_significant	Nlim	Excluded
YPL179W	non_significant	Nlim	Excluded
YPL184C	non_significant	Nlim	Excluded
YPL186C	non_significant	Nlim	Excluded
YPL187W	non_significant	Nlim	Excluded
YPL192C	non_significant	Nlim	Excluded
YPL195W	non_significant	Nlim	Excluded
YPL197C	non_significant	Nlim	Excluded
YPL206C	non_significant	Nlim	Excluded
YPL212C	non_significant	Nlim	Excluded
YPL229W	non_significant	Nlim	Excluded
YPL241C	non_significant	Nlim	Excluded
YPL244C	non_significant	Nlim	Excluded
YPL249C	non_significant	Nlim	Excluded
YPL259C	non_significant	Nlim	Excluded
YPL261C	non_significant	Nlim	Excluded
YPL265W	non_significant	Nlim	Excluded
YPL267W	non_significant	Nlim	Excluded
YPL273W	non_significant	Nlim	Excluded
YPR001W	non_significant	Nlim	Excluded
YPR002W	non_significant	Nlim	Excluded
YPR007C	non_significant	Nlim	Excluded
YPR009W	non_significant	Nlim	Excluded
YPR017C	non_significant	Nlim	Excluded
YPR018W	non_significant	Nlim	Excluded
YPR024W	non_significant	Nlim	Excluded
YPR027C	non_significant	Nlim	Excluded
YPR032W	non_significant	Nlim	Excluded
YPR043W	non_significant	Nlim	Excluded
YPR057W	non_significant	Nlim	Excluded
YPR058W	non_significant	Nlim	Excluded
YPR061C	non_significant	Nlim	Excluded
YPR068C	non_significant	Nlim	Excluded
YPR077C	non_significant	Nlim	Excluded
YPR095C	non_significant	Nlim	Excluded
YPR109W	non_significant	Nlim	Excluded
YPR114W	non_significant	Nlim	Excluded
YPR115W	non_significant	Nlim	Excluded
YPR125W	non_significant	Nlim	Excluded
YPR127W	non_significant	Nlim	Excluded
YPR140W	non_significant	Nlim	Excluded
YPR146C	non_significant	Nlim	Excluded
YPR149W	non_significant	Nlim	Excluded
YPR152C	non_significant	Nlim	Excluded
YPR156C	non_significant	Nlim	Excluded
YPR157W	non_significant	Nlim	Excluded
YPR170C	non_significant	Nlim	Excluded
YPR185W	non_significant	Nlim	Excluded
YPR192W	non_significant	Nlim	Excluded
YAL005C	linear	Nlim	Excluded
YAL023C	linear	Nlim	Excluded
YAL024C	linear	Nlim	Excluded
YAL030W	linear	Nlim	Excluded
YAL059W	linear	Nlim	Excluded
YAL064C.A	linear	Nlim	Excluded
YAL068C	linear	Nlim	Excluded
YAR002C.A	linear	Nlim	Excluded
YAR002W	linear	Nlim	Excluded
YAR023C	linear	Nlim	Excluded
YAR028W	linear	Nlim	Excluded
YAR030C	linear	Nlim	Excluded
YAR035W	linear	Nlim	Excluded
YAR047C	linear	Nlim	Excluded
YBL007C	linear	Nlim	Excluded
YBL015W	linear	Nlim	Excluded
YBL028C	linear	Nlim	Excluded
YBL042C	linear	Nlim	Excluded
YBL049W	linear	Nlim	Excluded
YBL051C	linear	Nlim	Excluded
YBL052C	linear	Nlim	Excluded
YBL060W	linear	Nlim	Excluded
YBL061C	linear	Nlim	Excluded
YBL064C	linear	Nlim	Excluded
YBL085W	linear	Nlim	Excluded
YBL089W	linear	Nlim	Excluded
YBL103C	linear	Nlim	Excluded
YBL104C	linear	Nlim	Excluded
YBR007C	linear	Nlim	Excluded
YBR008C	linear	Nlim	Excluded
YBR010W	linear	Nlim	Excluded
YBR013C	linear	Nlim	Excluded
YBR020W	linear	Nlim	Excluded
YBR025C	linear	Nlim	Excluded
YBR031W	linear	Nlim	Excluded
YBR034C	linear	Nlim	Excluded
YBR042C	linear	Nlim	Excluded
YBR054W	linear	Nlim	Excluded
YBR058C	linear	Nlim	Excluded
YBR059C	linear	Nlim	Excluded
YBR063C	linear	Nlim	Excluded
YBR072W	linear	Nlim	Excluded
YBR077C	linear	Nlim	Excluded
YBR078W	linear	Nlim	Excluded
YBR082C	linear	Nlim	Excluded
YBR083W	linear	Nlim	Excluded
YBR105C	linear	Nlim	Excluded
YBR107C	linear	Nlim	Excluded
YBR114W	linear	Nlim	Excluded
YBR118W	linear	Nlim	Excluded
YBR125C	linear	Nlim	Excluded
YBR129C	linear	Nlim	Excluded
YBR130C	linear	Nlim	Excluded
YBR134W	linear	Nlim	Excluded
YBR138C	linear	Nlim	Excluded
YBR139W	linear	Nlim	Excluded
YBR145W	linear	Nlim	Excluded
YBR150C	linear	Nlim	Excluded
YBR162C	linear	Nlim	Excluded
YBR165W	linear	Nlim	Excluded
YBR175W	linear	Nlim	Excluded
YBR186W	linear	Nlim	Excluded
YBR199W	linear	Nlim	Excluded
YBR203W	linear	Nlim	Excluded
YBR204C	linear	Nlim	Excluded
YBR205W	linear	Nlim	Excluded
YBR207W	linear	Nlim	Excluded
YBR209W	linear	Nlim	Excluded
YBR221C	linear	Nlim	Excluded
YBR227C	linear	Nlim	Excluded
YBR229C	linear	Nlim	Excluded
YBR232C	linear	Nlim	Excluded
YBR233W	linear	Nlim	Excluded
YBR235W	linear	Nlim	Excluded
YBR240C	linear	Nlim	Excluded
YBR245C	linear	Nlim	Excluded
YBR263W	linear	Nlim	Excluded
YBR266C	linear	Nlim	Excluded
YBR267W	linear	Nlim	Excluded
YBR283C	linear	Nlim	Excluded
YBR287W	linear	Nlim	Excluded
YBR292C	linear	Nlim	Excluded
YBR295W	linear	Nlim	Excluded
YCL001W	linear	Nlim	Excluded
YCL022C	linear	Nlim	Excluded
YCL023C	linear	Nlim	Excluded
YCL024W	linear	Nlim	Excluded
YCL026C.A	linear	Nlim	Excluded
YCL029C	linear	Nlim	Excluded
YCL035C	linear	Nlim	Excluded
YCL038C	linear	Nlim	Excluded
YCL045C	linear	Nlim	Excluded
YCL049C	linear	Nlim	Excluded
YCL050C	linear	Nlim	Excluded
YCR001W	linear	Nlim	Excluded
YCR005C	linear	Nlim	Excluded
YCR006C	linear	Nlim	Excluded
YCR007C	linear	Nlim	Excluded
YCR015C	linear	Nlim	Excluded
YCR019W	linear	Nlim	Excluded
YCR025C	linear	Nlim	Excluded
YCR032W	linear	Nlim	Excluded
YCR033W	linear	Nlim	Excluded
YCR036W	linear	Nlim	Excluded
YCR044C	linear	Nlim	Excluded
YCR048W	linear	Nlim	Excluded
YCR051W	linear	Nlim	Excluded
YCR059C	linear	Nlim	Excluded
YCR061W	linear	Nlim	Excluded
YCR068W	linear	Nlim	Excluded
YCR077C	linear	Nlim	Excluded
YCR092C	linear	Nlim	Excluded
YCR095C	linear	Nlim	Excluded
YCR099C	linear	Nlim	Excluded
YDL006W	linear	Nlim	Excluded
YDL013W	linear	Nlim	Excluded
YDL018C	linear	Nlim	Excluded
YDL038C	linear	Nlim	Excluded
YDL046W	linear	Nlim	Excluded
YDL051W	linear	Nlim	Excluded
YDL063C	linear	Nlim	Excluded
YDL070W	linear	Nlim	Excluded
YDL079C	linear	Nlim	Excluded
YDL080C	linear	Nlim	Excluded
YDL085W	linear	Nlim	Excluded
YDL114W	linear	Nlim	Excluded
YDL117W	linear	Nlim	Excluded
YDL130W.A	linear	Nlim	Excluded
YDL131W	linear	Nlim	Excluded
YDL144C	linear	Nlim	Excluded
YDL149W	linear	Nlim	Excluded
YDL154W	linear	Nlim	Excluded
YDL156W	linear	Nlim	Excluded
YDL161W	linear	Nlim	Excluded
YDL169C	linear	Nlim	Excluded
YDL171C	linear	Nlim	Excluded
YDL178W	linear	Nlim	Excluded
YDL187C	linear	Nlim	Excluded
YDL189W	linear	Nlim	Excluded
YDL211C	linear	Nlim	Excluded
YDL214C	linear	Nlim	Excluded
YDL219W	linear	Nlim	Excluded
YDL226C	linear	Nlim	Excluded
YDL229W	linear	Nlim	Excluded
YDR004W	linear	Nlim	Excluded
YDR011W	linear	Nlim	Excluded
YDR015C	linear	Nlim	Excluded
YDR029W	linear	Nlim	Excluded
YDR032C	linear	Nlim	Excluded
YDR057W	linear	Nlim	Excluded
YDR059C	linear	Nlim	Excluded
YDR061W	linear	Nlim	Excluded
YDR067C	linear	Nlim	Excluded
YDR070C	linear	Nlim	Excluded
YDR071C	linear	Nlim	Excluded
YDR073W	linear	Nlim	Excluded
YDR074W	linear	Nlim	Excluded
YDR085C	linear	Nlim	Excluded
YDR089W	linear	Nlim	Excluded
YDR096W	linear	Nlim	Excluded
YDR097C	linear	Nlim	Excluded
YDR099W	linear	Nlim	Excluded
YDR124W	linear	Nlim	Excluded
YDR126W	linear	Nlim	Excluded
YDR134C	linear	Nlim	Excluded
YDR135C	linear	Nlim	Excluded
YDR142C	linear	Nlim	Excluded
YDR152W	linear	Nlim	Excluded
YDR156W	linear	Nlim	Excluded
YDR162C	linear	Nlim	Excluded
YDR171W	linear	Nlim	Excluded
YDR206W	linear	Nlim	Excluded
YDR207C	linear	Nlim	Excluded
YDR209C	linear	Nlim	Excluded
YDR214W	linear	Nlim	Excluded
YDR215C	linear	Nlim	Excluded
YDR217C	linear	Nlim	Excluded
YDR219C	linear	Nlim	Excluded
YDR223W	linear	Nlim	Excluded
